Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
54.547,Trader2,Tick,530,544,-14,14,147500,147200,7810,-45410,-48210,OK
54.75,TraderOne,Tick,503,500,3,-3,147500,147200,2729,-169629,-169029,OK
54.75,Trader1,Tick,120,10,110,0,147500,147200,3813,-16111813,102187,BREACH
54.75,Trader2,Tick,530,544,-14,14,147500,147200,7810,-45410,-48210,OK
55.0,TraderOne,Tick,513,500,13,-13,147500,147200,3024,-174924,-172324,OK
55.0,Trader1,Tick,120,10,110,0,147500,147200,3813,-16111813,102187,BREACH
55.0,Trader2,Tick,530,554,-24,24,147500,147200,7662,-43262,-48062,OK
55.297,TraderOne,Tick,513,500,13,-13,147300,147300,3024,-174924,-174924,OK
55.297,Trader1,Tick,120,10,110,0,147300,147300,3813,-16111813,91187,BREACH
55.297,Trader2,Tick,540,554,-14,14,147300,147300,7515,-45115,-45115,OK
55.532,TraderOne,Tick,513,500,13,-13,147300,146900,3024,-174924,-172324,OK
55.532,Trader1,Tick,120,10,110,0,147300,146900,3813,-16111813,69187,BREACH
55.532,Trader2,Tick,550,554,-4,14,147300,146900,7368,-1518968,-50768,OK
55.719,TraderOne,Tick,513,500,13,-13,147300,146900,3024,-174924,-172324,OK
55.719,Trader1,Tick,120,10,110,0,147300,146900,3813,-16111813,69187,BREACH
55.719,Trader2,Tick,550,564,-14,14,147300,146900,7663,-48263,-51063,OK
56.063,TraderOne,Tick,513,500,13,-13,147300,147100,3024,-174924,-172324,OK
56.063,Trader1,Tick,120,10,110,0,147300,147100,3813,-16111813,91187,BREACH
56.063,Trader2,Tick,550,573,-23,23,147300,147100,7928,-46728,-51328,OK
56.219,TraderOne,Tick,513,510,3,-3,147300,147100,2877,-173777,-173177,OK
56.219,Trader1,Tick,120,10,110,0,147300,147100,3813,-16111813,91187,BREACH
56.219,Trader2,Tick,560,573,-13,13,147300,147100,8223,-49023,-51623,OK
56.469,TraderOne,Tick,513,510,3,-3,147300,147100,2877,-173777,-173177,OK
56.469,Trader1,Tick,120,10,110,0,147300,147100,3813,-16111813,91187,BREACH
56.469,Trader2,Tick,560,573,-13,13,147300,147100,8223,-49023,-51623,OK
56.719,TraderOne,Tick,513,510,3,-3,147300,147100,2877,-173777,-173177,OK
56.719,Trader1,Tick,120,10,110,0,147300,147100,3813,-16111813,91187,BREACH
56.719,Trader2,Tick,560,573,-13,13,147300,147100,8223,-49023,-51623,OK
57.0,TraderOne,Tick,513,510,3,-3,147100,147100,2877,-173777,-173777,OK
57.0,Trader1,Tick,120,10,110,0,147100,147100,3813,-16111813,69187,BREACH
57.0,Trader2,Tick,560,583,-23,23,147100,147100,8517,-47317,-47317,OK
57.266,TraderOne,Tick,513,510,3,-3,147100,147100,2877,-173777,-173777,OK
57.266,Trader1,Tick,120,10,110,0,147100,147100,3813,-16111813,69187,BREACH
57.266,Trader2,Tick,560,583,-23,23,147100,147100,8517,-47317,-47317,OK
57.532,TraderOne,Tick,513,510,3,-3,147100,146800,2877,-173777,-173177,OK
57.532,Trader1,Tick,120,10,110,0,147100,146800,3813,-16111813,58187,BREACH
57.532,Trader2,Tick,560,583,-23,23,147100,146800,8517,-47317,-51917,OK
57.782,TraderOne,Tick,515,510,5,-5,147100,146600,2848,-174748,-173748,OK
57.782,Trader1,Tick,120,10,110,0,147100,146600,3813,-16111813,36187,BREACH
57.782,Trader2,Tick,560,593,-33,33,147100,146600,8811,-44611,-51211,OK
58.016,TraderOne,Tick,523,510,13,-13,147100,146600,2730,-179430,-176830,OK
58.016,Trader1,Tick,120,10,110,0,147100,146600,3813,-16111813,36187,BREACH
58.016,Trader2,Tick,560,601,-41,41,147100,146600,9046,-41646,-49846,OK
58.219,TraderOne,Tick,523,520,3,-3,147000,146600,3024,-176724,-176124,OK
58.219,Trader1,Tick,120,10,110,0,147000,146600,3813,-16111813,36187,BREACH
58.219,Trader2,Tick,560,601,-41,41,147000,146600,9046,-41646,-49846,OK
58.516,TraderOne,Tick,523,520,3,-3,147000,146700,3024,-176724,-176124,OK
58.516,Trader1,Tick,120,10,110,0,147000,146700,3813,-16111813,47187,BREACH
58.516,Trader2,Tick,560,601,-41,41,147000,146700,9046,-41646,-49846,OK
58.719,TraderOne,Tick,523,520,3,-3,147000,146700,3024,-176724,-176124,OK
58.719,Trader1,Tick,120,10,110,0,147000,146700,3813,-16111813,47187,BREACH
58.719,Trader2,Tick,560,601,-41,41,147000,146700,9046,-41646,-49846,OK
58.985,TraderOne,Tick,523,520,3,-3,147000,146700,3024,-176724,-176124,OK
58.985,Trader1,Tick,120,10,110,0,147000,146700,3813,-16111813,47187,BREACH
58.985,Trader2,Tick,560,601,-41,41,147000,146700,9046,-41646,-49846,OK
59.219,TraderOne,Tick,523,520,3,-3,147000,146700,3024,-176724,-176124,OK
59.219,Trader1,Tick,120,10,110,0,147000,146700,3813,-16111813,47187,BREACH
59.219,Trader2,Tick,560,601,-41,41,147000,146700,9046,-41646,-49846,OK
59.469,TraderOne,Tick,533,520,13,-13,147100,146500,2877,-182577,-179977,OK
59.469,Trader1,Tick,120,10,110,0,147100,146500,3813,-16111813,25187,BREACH
59.469,Trader2,Tick,560,611,-51,51,147100,146500,9340,-36940,-47140,OK
59.719,TraderOne,Tick,533,530,3,-3,147100,146500,3171,-177871,-177271,OK
59.719,Trader1,Tick,120,10,110,0,147100,146500,3813,-16111813,25187,BREACH
59.719,Trader2,Tick,570,611,-41,41,147100,146500,9193,-42793,-50993,OK
60.063,TraderOne,Tick,533,530,3,-3,147100,146500,3171,-177871,-177271,OK
60.063,Trader1,Tick,120,10,110,0,147100,146500,3813,-16111813,25187,BREACH
60.063,Trader2,Tick,570,611,-41,41,147100,146500,9193,-42793,-50993,OK
60.25,TraderOne,Tick,533,530,3,-3,147100,146700,3171,-177871,-177271,OK
60.25,Trader1,Tick,120,10,110,0,147100,146700,3813,-16111813,47187,BREACH
60.25,Trader2,Tick,570,611,-41,41,147100,146700,9193,-42793,-50993,OK
60.516,TraderOne,Tick,533,540,-7,7,147100,146700,3024,-174724,-176124,OK
60.516,Trader1,Tick,120,10,110,0,147100,146700,3813,-16111813,47187,BREACH
60.516,Trader2,Tick,580,611,-31,31,147100,146700,9487,-48087,-54287,OK
60.719,TraderOne,Tick,533,540,-7,7,147100,146600,3024,-174724,-176124,OK
60.719,Trader1,Tick,120,10,110,0,147100,146600,3813,-16111813,36187,BREACH
60.719,Trader2,Tick,580,611,-31,31,147100,146600,9487,-48087,-54287,OK
61.032,TraderOne,Tick,553,540,13,-13,147200,146500,3171,-187871,-185271,OK
61.032,Trader1,Tick,120,10,110,0,147200,146500,3813,-16111813,25187,BREACH
61.032,Trader2,Tick,580,621,-41,41,147200,146500,9781,-43381,-51581,OK
61.25,TraderOne,Tick,553,540,13,-13,147200,146500,3171,-187871,-185271,OK
61.25,Trader1,Tick,120,10,110,0,147200,146500,3813,-16111813,25187,BREACH
61.25,Trader2,Tick,580,621,-41,41,147200,146500,9781,-43381,-51581,OK
61.5,TraderOne,Tick,553,557,-4,4,147000,146500,3230,-181830,-182630,OK
61.5,Trader1,Tick,120,10,110,0,147000,146500,3813,-16111813,25187,BREACH
61.5,Trader2,Tick,590,621,-31,31,147000,146500,10075,-49675,-55875,OK
61.797,TraderOne,Tick,563,557,6,-6,147000,146500,3524,-188124,-186924,OK
61.797,Trader1,Tick,120,10,110,0,147000,146500,3813,-16111813,25187,BREACH
61.797,Trader2,Tick,590,631,-41,41,147000,146500,9928,-45528,-53728,OK
61.969,TraderOne,Tick,563,557,6,-6,147000,146500,3524,-188124,-186924,OK
61.969,Trader1,Tick,120,10,110,0,147000,146500,3813,-16111813,25187,BREACH
61.969,Trader2,Tick,590,631,-41,41,147000,146500,9928,-45528,-53728,OK
62.266,TraderOne,Tick,563,557,6,-6,147000,146300,3524,-188124,-186924,OK
62.266,Trader1,Tick,120,10,110,0,147000,146300,3813,-16111813,3187,BREACH
62.266,Trader2,Tick,590,631,-41,41,147000,146300,9928,-45528,-53728,OK
62.516,TraderOne,Tick,573,557,16,-16,146700,146300,3377,-195977,-192777,OK
62.516,Trader1,Tick,120,10,110,0,146700,146300,3813,-16111813,3187,BREACH
62.516,Trader2,Tick,590,641,-51,51,146700,146300,10222,-39822,-50022,OK
62.782,TraderOne,Tick,573,567,6,-6,146700,146300,3670,-192270,-191070,OK
62.782,Trader1,Tick,120,10,110,0,146700,146300,3813,-16111813,3187,BREACH
62.782,Trader2,Tick,600,641,-41,41,146700,146300,10516,-46116,-54316,OK
63.047,TraderOne,Tick,573,567,6,-6,146800,146300,3670,-192270,-191070,OK
63.047,Trader1,Tick,120,10,110,0,146800,146300,3813,-16111813,3187,BREACH
63.047,Trader2,Tick,610,641,-31,31,146800,146300,10369,-51969,-58169,OK
63.282,TraderOne,Tick,573,567,6,-6,146800,146300,3670,-192270,-191070,OK
63.282,Trader1,Tick,120,10,110,0,146800,146300,3813,-16111813,3187,BREACH
63.282,Trader2,Tick,610,641,-31,31,146800,146300,10369,-51969,-58169,OK
63.469,TraderOne,Tick,573,567,6,-6,146800,146300,3670,-192270,-191070,OK
63.469,Trader1,Tick,120,10,110,0,146800,146300,3813,-16111813,3187,BREACH
63.469,Trader2,Tick,610,641,-31,31,146800,146300,10369,-51969,-58169,OK
63.719,TraderOne,Tick,573,567,6,-6,146800,146300,3670,-192270,-191070,OK
63.719,Trader1,Tick,120,10,110,0,146800,146300,3813,-16111813,3187,BREACH
63.719,Trader2,Tick,610,641,-31,31,146800,146300,10369,-51969,-58169,OK
63.969,TraderOne,Tick,573,567,6,-6,146800,146300,3670,-192270,-191070,OK
63.969,Trader1,Tick,120,10,110,0,146800,146300,3813,-16111813,3187,BREACH
63.969,Trader2,Tick,610,641,-31,31,146800,146300,10369,-51969,-58169,OK
64.235,TraderOne,Tick,573,577,-4,4,146700,146300,3523,-193123,-193923,OK
64.235,Trader1,Tick,120,10,110,0,146700,146300,3813,-16111813,3187,BREACH
64.235,Trader2,Tick,620,641,-21,21,146700,146300,10663,-53263,-57463,OK
64.563,TraderOne,Tick,573,577,-4,4,146700,146300,3523,-193123,-193923,OK
64.563,Trader1,Tick,120,10,110,0,146700,146300,3813,-16111813,3187,BREACH
64.563,Trader2,Tick,620,641,-21,21,146700,146300,10663,-53263,-57463,OK
64.719,TraderOne,Tick,573,577,-4,4,146700,146300,3523,-193123,-193923,OK
64.719,Trader1,Tick,120,10,110,0,146700,146300,3813,-16111813,3187,BREACH
64.719,Trader2,Tick,620,641,-21,21,146700,146300,10663,-53263,-57463,OK
65.0,TraderOne,Tick,583,577,6,-6,147100,146300,3817,-198417,-197217,OK
65.0,Trader1,Tick,120,10,110,0,147100,146300,3813,-16111813,3187,BREACH
65.0,Trader2,Tick,620,651,-31,31,147100,146300,10516,-50116,-56316,OK
65.204,TraderOne,Tick,583,577,6,-6,147100,146900,3817,-198417,-197217,OK
65.204,Trader1,Tick,120,10,110,0,147100,146900,3813,-16111813,69187,BREACH
65.204,Trader2,Tick,620,651,-31,31,147100,146900,10516,-50116,-56316,OK
65.454,Trader1,Breach,120,10,110,0,147100,146900,3813,-16111813,69187,
65.532,TraderOne,Tick,583,577,6,-6,147100,146900,3817,-198417,-197217,OK
65.532,Trader1,Tick,120,10,110,0,147100,146900,3813,-16111813,69187,BREACH
65.532,Trader2,Tick,620,651,-31,31,147100,146900,10516,-50116,-56316,OK
65.782,TraderOne,Tick,583,577,6,-6,147100,146900,3817,-198417,-197217,OK
65.782,Trader1,Tick,120,10,110,0,147100,146900,3813,-16111813,69187,BREACH
65.782,Trader2,Tick,620,651,-31,31,147100,146900,10516,-50116,-56316,OK
65.954,TraderOne,Tick,593,577,16,-16,146600,146900,3670,-202270,-205470,OK
65.954,Trader1,Tick,120,10,110,0,146600,146900,3813,-16111813,25187,BREACH
65.954,Trader2,Tick,630,651,-21,21,146600,146900,10369,-53969,-49769,OK
66.25,TraderOne,Tick,593,577,16,-16,146600,146900,3670,-202270,-205470,OK
66.25,Trader1,Tick,120,10,110,0,146600,146900,3813,-16111813,25187,BREACH
66.25,Trader2,Tick,630,651,-21,21,146600,146900,10369,-53969,-49769,OK
66.5,TraderOne,Tick,593,587,6,-6,147300,146900,3964,-201564,-200364,OK
66.5,Trader1,Tick,120,10,110,0,147300,146900,3813,-16111813,69187,BREACH
66.5,Trader2,Tick,640,661,-21,21,147300,146900,10075,-52675,-56875,OK
66.797,TraderOne,Tick,603,587,16,-16,146600,146900,3817,-202417,-205617,OK
66.797,Trader1,Tick,120,10,110,0,146600,146900,3813,-16111813,25187,BREACH
66.797,Trader2,Tick,650,661,-11,11,146600,146900,9928,-54528,-52328,OK
67.047,TraderOne,Tick,603,587,16,-16,146600,146900,3817,-202417,-205617,OK
67.047,Trader1,Tick,120,10,110,0,146600,146900,3813,-16111813,25187,BREACH
67.047,Trader2,Tick,650,661,-11,11,146600,146900,9928,-54528,-52328,OK
67.25,TraderOne,Tick,603,587,16,-16,146600,146900,3817,-202417,-205617,OK
67.25,Trader1,Tick,120,10,110,0,146600,146900,3813,-16111813,25187,BREACH
67.25,Trader2,Tick,650,661,-11,11,146600,146900,9928,-54528,-52328,OK
67.516,TraderOne,Tick,603,597,6,-6,146800,146900,4111,-202711,-203311,OK
67.516,Trader1,Tick,120,10,110,0,146800,146900,3813,-16111813,36187,BREACH
67.516,Trader2,Tick,660,661,-1,1,146800,146900,9781,-56381,-56281,OK
67.782,TraderOne,Tick,603,597,6,-6,146800,146900,4111,-202711,-203311,OK
67.782,Trader1,Tick,120,10,110,0,146800,146900,3813,-16111813,36187,BREACH
67.782,Trader2,Tick,660,661,-1,1,146800,146900,9781,-56381,-56281,OK
67.954,TraderOne,Tick,603,597,6,-6,146800,146900,4111,-202711,-203311,OK
67.954,Trader1,Tick,120,10,110,0,146800,146900,3813,-16111813,36187,BREACH
67.954,Trader2,Tick,660,661,-1,1,146800,146900,9781,-56381,-56281,OK
68.297,TraderOne,Tick,603,607,-4,4,146900,146900,3964,-202564,-202564,OK
68.297,Trader1,Tick,120,10,110,0,146900,146900,3813,-16111813,47187,BREACH
68.297,Trader2,Tick,660,668,-8,8,146900,146900,9678,-56278,-56278,OK
68.563,TraderOne,Tick,613,607,6,-6,146500,146900,3817,-204417,-205617,OK
68.563,Trader1,Tick,120,10,110,0,146500,146900,3813,-16111813,25187,BREACH
68.563,Trader2,Tick,670,668,2,-2,146500,146900,9531,-57131,-57531,OK
68.704,TraderOne,Tick,613,607,6,-6,146500,147200,3817,-204417,-205617,OK
68.704,Trader1,Tick,120,10,110,0,146500,147200,3813,-16111813,58187,BREACH
68.704,Trader2,Tick,670,668,2,-2,146500,147200,9531,-57131,-57531,OK
68.954,TraderOne,Tick,613,607,6,-6,146500,147200,3817,-204417,-205617,OK
68.954,Trader1,Tick,120,10,110,0,146500,147200,3813,-16111813,58187,BREACH
68.954,Trader2,Tick,670,668,2,-2,146500,147200,9531,-57131,-57531,OK
69.313,TraderOne,Tick,613,617,-4,4,147500,147200,3670,-204270,-205070,OK
69.313,Trader1,Tick,120,10,110,0,147500,147200,3813,-16111813,102187,BREACH
69.313,Trader2,Tick,670,678,-8,8,147500,147200,9384,-56984,-58584,OK
69.516,TraderOne,Tick,613,617,-4,4,147500,147200,3670,-204270,-205070,OK
69.516,Trader1,Tick,120,10,110,0,147500,147200,3813,-16111813,102187,BREACH
69.516,Trader2,Tick,670,678,-8,8,147500,147200,9384,-56984,-58584,OK
69.704,TraderOne,Tick,613,617,-4,4,147500,147300,3670,-204270,-205070,OK
69.704,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
69.704,Trader2,Tick,670,678,-8,8,147500,147300,9384,-56984,-58584,OK
70.0,TraderOne,Tick,623,617,6,-6,147300,147300,3523,-207123,-207123,OK
70.0,Trader1,Tick,120,10,110,0,147300,147300,3813,-16111813,91187,BREACH
70.0,Trader2,Tick,670,688,-18,18,147300,147300,9679,-56279,-56279,OK
70.235,TraderOne,Tick,623,617,6,-6,147300,147300,3523,-207123,-207123,OK
70.235,Trader1,Tick,120,10,110,0,147300,147300,3813,-16111813,91187,BREACH
70.235,Trader2,Tick,670,688,-18,18,147300,147300,9679,-56279,-56279,OK
70.516,TraderOne,Tick,623,617,6,-6,147300,147300,3523,-207123,-207123,OK
70.516,Trader1,Tick,120,10,110,0,147300,147300,3813,-16111813,91187,BREACH
70.516,Trader2,Tick,670,688,-18,18,147300,147300,9679,-56279,-56279,OK
70.75,TraderOne,Tick,633,617,16,-16,146500,147300,3376,-208976,-212176,OK
70.75,Trader1,Tick,120,10,110,0,146500,147300,3813,-16111813,69187,BREACH
70.75,Trader2,Tick,680,688,-8,8,146500,147300,9532,-58132,-56532,OK
70.985,TraderOne,Tick,633,617,16,-16,146500,147300,3376,-208976,-212176,OK
70.985,Trader1,Tick,120,10,110,0,146500,147300,3813,-16111813,69187,BREACH
70.985,Trader2,Tick,680,688,-8,8,146500,147300,9532,-58132,-56532,OK
71.204,TraderOne,Tick,633,617,16,-16,146500,147300,3376,-208976,-212176,OK
71.204,Trader1,Tick,120,10,110,0,146500,147300,3813,-16111813,69187,BREACH
71.204,Trader2,Tick,680,688,-8,8,146500,147300,9532,-58132,-56532,OK
71.516,TraderOne,Tick,633,627,6,-6,147200,147300,3229,-210829,-211429,OK
71.516,Trader1,Tick,120,10,110,0,147200,147300,3813,-16111813,80187,BREACH
71.516,Trader2,Tick,690,688,2,-2,147200,147300,9826,-58426,-58626,OK
71.797,TraderOne,Tick,633,637,-4,4,147100,147300,3082,-213682,-212882,OK
71.797,Trader1,Tick,120,10,110,0,147100,147300,3813,-16111813,69187,BREACH
71.797,Trader2,Tick,700,688,12,-12,147100,147300,10120,-57720,-60120,OK
72.016,TraderOne,Tick,633,637,-4,4,147100,147300,3082,-213682,-212882,OK
72.016,Trader1,Tick,120,10,110,0,147100,147300,3813,-16111813,69187,BREACH
72.016,Trader2,Tick,700,688,12,-12,147100,147300,10120,-57720,-60120,OK
72.219,TraderOne,Tick,633,637,-4,4,147100,147300,3082,-213682,-212882,OK
72.219,Trader1,Tick,120,10,110,0,147100,147300,3813,-16111813,69187,BREACH
72.219,Trader2,Tick,700,688,12,-12,147100,147300,10120,-57720,-60120,OK
72.5,TraderOne,Tick,643,647,-4,4,147500,147300,2788,-214388,-215188,OK
72.5,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
72.5,Trader2,Tick,700,698,2,-2,147500,147300,10414,-59014,-58614,OK
72.735,TraderOne,Tick,653,647,6,-6,147600,147300,3083,-218683,-217483,OK
72.735,Trader1,Tick,120,10,110,0,147600,147300,3813,-16111813,113187,BREACH
72.735,Trader2,Tick,700,708,-8,8,147600,147300,10709,-58309,-59909,OK
73.016,TraderOne,Tick,653,647,6,-6,147600,147300,3083,-218683,-217483,OK
73.016,Trader1,Tick,120,10,110,0,147600,147300,3813,-16111813,113187,BREACH
73.016,Trader2,Tick,700,708,-8,8,147600,147300,10709,-58309,-59909,OK
73.297,TraderOne,Tick,653,647,6,-6,147500,147300,3083,-218683,-217483,OK
73.297,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
73.297,Trader2,Tick,700,718,-18,18,147500,147300,11004,-57604,-61204,OK
73.485,TraderOne,Tick,653,647,6,-6,147600,147200,3083,-218683,-217483,OK
73.485,Trader1,Tick,120,10,110,0,147600,147200,3813,-16111813,102187,BREACH
73.485,Trader2,Tick,700,718,-18,18,147600,147200,11004,-57604,-61204,OK
73.766,TraderOne,Tick,653,647,6,-6,147600,147200,3083,-218683,-217483,OK
73.766,Trader1,Tick,120,10,110,0,147600,147200,3813,-16111813,102187,BREACH
73.766,Trader2,Tick,700,718,-18,18,147600,147200,11004,-57604,-61204,OK
73.969,TraderOne,Tick,653,647,6,-6,147600,147200,3083,-218683,-217483,OK
73.969,Trader1,Tick,120,10,110,0,147600,147200,3813,-16111813,102187,BREACH
73.969,Trader2,Tick,710,718,-8,8,147600,147200,11299,-59899,-61499,OK
74.219,TraderOne,Tick,653,647,6,-6,147600,147200,3083,-218683,-217483,OK
74.219,Trader1,Tick,120,10,110,0,147600,147200,3813,-16111813,102187,BREACH
74.219,Trader2,Tick,710,718,-8,8,147600,147200,11299,-59899,-61499,OK
74.516,TraderOne,Tick,653,647,6,-6,147600,147200,3083,-218683,-217483,OK
74.516,Trader1,Tick,120,10,110,0,147600,147200,3813,-16111813,102187,BREACH
74.516,Trader2,Tick,710,718,-8,8,147600,147200,11299,-59899,-61499,OK
74.75,TraderOne,Tick,653,647,6,-6,147600,147200,3083,-218683,-217483,OK
74.75,Trader1,Tick,120,10,110,0,147600,147200,3813,-16111813,102187,BREACH
74.75,Trader2,Tick,710,718,-8,8,147600,147200,11299,-59899,-61499,OK
74.954,TraderOne,Tick,653,647,6,-6,147600,147200,3083,-218683,-217483,OK
74.954,Trader1,Tick,120,10,110,0,147600,147200,3813,-16111813,102187,BREACH
74.954,Trader2,Tick,710,718,-8,8,147600,147200,11299,-59899,-61499,OK
75.266,TraderOne,Tick,653,647,6,-6,147500,147400,3083,-218683,-218083,OK
75.266,Trader1,Tick,120,10,110,0,147500,147400,3813,-16111813,113187,BREACH
75.266,Trader2,Tick,710,728,-18,18,147500,147400,11594,-59194,-60994,OK
75.469,TraderOne,Tick,653,647,6,-6,147500,147400,3083,-218683,-218083,OK
75.469,Trader1,Tick,120,10,110,0,147500,147400,3813,-16111813,113187,BREACH
75.469,Trader2,Tick,710,728,-18,18,147500,147400,11594,-59194,-60994,OK
75.813,TraderOne,Tick,653,647,6,-6,147500,147400,3083,-218683,-218083,OK
75.813,Trader1,Tick,120,10,110,0,147500,147400,3813,-16111813,113187,BREACH
75.813,Trader2,Tick,710,728,-18,18,147500,147400,11594,-59194,-60994,OK
76.063,TraderOne,Tick,653,647,6,-6,147500,147400,3083,-218683,-218083,OK
76.063,Trader1,Tick,120,10,110,0,147500,147400,3813,-16111813,113187,BREACH
76.063,Trader2,Tick,710,728,-18,18,147500,147400,11594,-59194,-60994,OK
76.313,TraderOne,Tick,653,647,6,-6,147500,147400,3083,-218683,-218083,OK
76.313,Trader1,Tick,120,10,110,0,147500,147400,3813,-16111813,113187,BREACH
76.313,Trader2,Tick,710,728,-18,18,147500,147400,11594,-59194,-60994,OK
76.5,TraderOne,Tick,653,647,6,-6,147600,147500,3083,-218683,-218083,OK
76.5,Trader1,Tick,120,10,110,0,147600,147500,3813,-16111813,124187,BREACH
76.5,Trader2,Tick,720,728,-8,8,147600,147500,11889,-60489,-61289,OK
76.75,TraderOne,Tick,653,647,6,-6,147600,147600,3083,-218683,-218683,OK
76.75,Trader1,Tick,120,10,110,0,147600,147600,3813,-16111813,124187,BREACH
76.75,Trader2,Tick,730,728,2,-2,147600,147600,12184,-61784,-61784,OK
77.0,TraderOne,Tick,653,647,6,-6,147600,147600,3083,-218683,-218683,OK
77.0,Trader1,Tick,120,10,110,0,147600,147600,3813,-16111813,124187,BREACH
77.0,Trader2,Tick,730,728,2,-2,147600,147600,12184,-61784,-61784,OK
77.266,TraderOne,Tick,653,647,6,-6,147500,147600,3083,-218683,-219283,OK
77.266,Trader1,Tick,120,10,110,0,147500,147600,3813,-16111813,113187,BREACH
77.266,Trader2,Tick,730,738,-8,8,147500,147600,12479,-61079,-60279,OK
77.454,TraderOne,Tick,653,647,6,-6,147500,147600,3083,-218683,-219283,OK
77.454,Trader1,Tick,120,10,110,0,147500,147600,3813,-16111813,113187,BREACH
77.454,Trader2,Tick,730,748,-18,18,147500,147600,12774,-60374,-58574,OK
77.719,TraderOne,Tick,663,647,16,-16,147400,147600,2935,-221535,-224735,OK
77.719,Trader1,Tick,120,10,110,0,147400,147600,3813,-16111813,102187,BREACH
77.719,Trader2,Tick,740,748,-8,8,147400,147600,12627,-62227,-60627,OK
77.969,TraderOne,Tick,663,657,6,-6,147300,147600,3230,-222830,-224030,OK
77.969,Trader1,Tick,120,10,110,0,147300,147600,3813,-16111813,102187,BREACH
77.969,Trader2,Tick,750,748,2,-2,147300,147600,12480,-63080,-63480,OK
78.25,TraderOne,Tick,663,657,6,-6,147300,147600,3230,-222830,-224030,OK
78.25,Trader1,Tick,120,10,110,0,147300,147600,3813,-16111813,102187,BREACH
78.25,Trader2,Tick,750,748,2,-2,147300,147600,12480,-63080,-63480,OK
78.5,TraderOne,Tick,663,657,6,-6,147300,147600,3230,-222830,-224030,OK
78.5,Trader1,Tick,120,10,110,0,147300,147600,3813,-16111813,102187,BREACH
78.5,Trader2,Tick,750,748,2,-2,147300,147600,12480,-63080,-63480,OK
78.704,TraderOne,Tick,663,657,6,-6,147300,147600,3230,-222830,-224030,OK
78.704,Trader1,Tick,120,10,110,0,147300,147600,3813,-16111813,102187,BREACH
78.704,Trader2,Tick,750,748,2,-2,147300,147600,12480,-63080,-63480,OK
78.985,TraderOne,Tick,663,657,6,-6,147300,147600,3230,-222830,-224030,OK
78.985,Trader1,Tick,120,10,110,0,147300,147600,3813,-16111813,102187,BREACH
78.985,Trader2,Tick,750,748,2,-2,147300,147600,12480,-63080,-63480,OK
79.25,TraderOne,Tick,663,657,6,-6,147400,147600,3230,-222830,-224030,OK
79.25,Trader1,Tick,120,10,110,0,147400,147600,3813,-16111813,102187,BREACH
79.25,Trader2,Tick,760,748,12,-12,147400,147600,12775,-61375,-63775,OK
79.454,TraderOne,Tick,663,657,6,-6,147400,147600,3230,-222830,-224030,OK
79.454,Trader1,Tick,120,10,110,0,147400,147600,3813,-16111813,102187,BREACH
79.454,Trader2,Tick,770,748,22,-22,147400,147600,13070,-59670,-64070,OK
79.766,TraderOne,Tick,663,667,-4,4,147600,148500,3083,-235683,-234883,OK
79.766,Trader1,Tick,120,10,110,0,147600,148500,3813,-16111813,201187,BREACH
79.766,Trader2,Tick,780,748,32,-32,147600,148500,13365,-55965,-62365,OK
80.0,TraderOne,Tick,663,667,-4,4,147900,148400,3083,-235683,-234883,OK
80.0,Trader1,Tick,120,10,110,0,147900,148400,3813,-16111813,190187,BREACH
80.0,Trader2,Tick,790,748,42,-42,147900,148400,13661,-50261,-58661,OK
80.235,TraderOne,Tick,673,667,6,-6,147900,148400,3379,-232979,-234179,OK
80.235,Trader1,Tick,120,10,110,0,147900,148400,3813,-16111813,190187,BREACH
80.235,Trader2,Tick,790,748,42,-42,147900,148400,13661,-50261,-58661,OK
80.5,TraderOne,Tick,673,667,6,-6,147900,148400,3379,-232979,-234179,OK
80.5,Trader1,Tick,120,10,110,0,147900,148400,3813,-16111813,190187,BREACH
80.5,Trader2,Tick,790,748,42,-42,147900,148400,13661,-50261,-58661,OK
80.75,TraderOne,Tick,673,667,6,-6,147900,148400,3379,-232979,-234179,OK
80.75,Trader1,Tick,120,10,110,0,147900,148400,3813,-16111813,190187,BREACH
80.75,Trader2,Tick,790,748,42,-42,147900,148400,13661,-50261,-58661,OK
81.0,TraderOne,Tick,673,667,6,-6,147900,148400,3379,-232979,-234179,OK
81.0,Trader1,Tick,120,10,110,0,147900,148400,3813,-16111813,190187,BREACH
81.0,Trader2,Tick,800,748,52,-52,147900,148400,13957,-46557,-56957,OK
81.204,TraderOne,Tick,673,667,6,-6,147900,148300,3379,-232979,-234179,OK
81.204,Trader1,Tick,120,10,110,0,147900,148300,3813,-16111813,179187,BREACH
81.204,Trader2,Tick,800,748,52,-52,147900,148300,13957,-46557,-56957,OK
81.5,TraderOne,Tick,683,667,16,-16,147800,148400,3231,-228831,-232031,OK
81.5,Trader1,Tick,120,10,110,0,147800,148400,3813,-16111813,190187,BREACH
81.5,Trader2,Tick,800,758,42,-42,147800,148400,14253,-51853,-60253,OK
